Raw_V1 (Pressure),Raw_V2 (Rubber)
1108.865,1714.066
1137.07,1698.755
1136.264,1706.813
1141.099,1688.278
1133.04,1698.755
1168.498,1697.143
1163.663,1697.949
1162.857,1681.026
1153.187,1703.59
1181.392,1676.996
1151.575,1692.308
1196.703,1668.132
1182.198,1679.414
1176.557,1671.355
1199.121,1679.414
1212.015,1656.044
1193.48,1689.084
1184.615,1657.656
1211.209,1673.773
1236.19,1652.821
1180.586,1665.714
1253.114,1652.821
1227.326,1665.714
1232.967,1648.791
1214.432,1664.103
1237.802,1640.733
1206.374,1659.267
1198.315,1651.209
1203.15,1664.103
1207.179,1643.15
1183.81,1666.52
1195.897,1651.209
1161.245,1682.637
1199.927,1664.908
1180.586,1681.026
1202.344,1668.938
1176.557,1681.026
1206.374,1669.744
1172.527,1684.249
1199.927,1670.549
1168.498,1688.278
1215.238,1670.549
1181.392,1683.443
1173.333,1664.908
1179.78,1696.337
1179.78,1688.278
1156.41,1718.095
1132.234,1714.872
987.985,1755.165
1370.769,1755.971
579.414,1786.593
1109.67,1789.011
1006.52,1834.139
742.198,1836.557
409.377,1855.897
686.593,1845.421
618.095,1868.791
421.465,1861.538
281.245,1896.996
286.886,1906.667
253.846,1927.619
277.216,1911.502
251.429,1931.648
262.711,1913.919
249.817,1931.648
261.905,1913.114
256.264,1924.396
269.963,1904.249
265.128,1928.425
272.381,1909.084
255.458,1929.231
274.799,1897.802
253.846,1911.502
265.934,1880.073
253.846,1906.667
266.74,1878.462
249.011,1897.802
265.128,1867.179
255.458,1882.491
269.963,1854.286
257.07,1866.374
267.546,1838.168
253.846,1852.674
277.216,1826.886
265.128,1830.916
273.993,1805.934
265.128,1821.245
271.575,1791.429
268.352,1805.128
278.828,1771.282
273.187,1777.729
282.051,1743.883
281.245,1754.359
289.304,1715.678
283.663,1730.989
290.916,1698.755
286.081,1717.289
291.722,1696.337
286.886,1706.813
296.557,1683.443
279.634,1694.725
301.392,1660.073
282.051,1672.161
301.392,1639.927
286.081,1654.432
300.586,1626.227
282.857,1643.15
296.557,1618.974
281.245,1632.674
290.916,1618.168
291.722,1631.062
288.498,1605.275
281.245,1610.916
291.722,1573.04
277.216,1592.381
276.41,1554.505
265.934,1565.788
272.381,1535.165
260.293,1545.641
264.322,1511.795
254.652,1507.766
261.905,1492.454
251.429,1495.678
258.681,1464.249
253.04,1469.89
258.681,1448.132
249.817,1457.802
260.293,1429.597
250.623,1443.297
259.487,1423.15
250.623,1444.908
259.487,1423.956
249.817,1446.52
260.293,1435.238
250.623,1459.414
261.099,1452.161
251.429,1483.59
260.293,1469.084
251.429,1504.542
260.293,1506.154
250.623,1546.447
259.487,1539.194
249.817,1592.381
260.293,1597.216
249.011,1648.791
259.487,1652.821
253.04,1695.531
258.681,1699.56
252.234,1740.659
260.293,1728.571
253.04,1771.282
259.487,1755.165
253.04,1801.099
259.487,1780.952
252.234,1818.828
257.07,1806.74
252.234,1846.227
257.07,1834.945
253.846,1861.538
262.711,1848.645
251.429,1884.103
261.905,1873.626
253.04,1906.667
260.293,1886.52
249.011,1917.949
257.875,1906.667
253.04,1936.484
260.293,1921.978
253.846,1944.542
257.07,1919.56
254.652,1945.348
257.875,1928.425
252.234,1957.436
257.875,1934.872
253.04,1957.436
257.875,1939.707
252.234,1951.795
259.487,1938.901
252.234,1964.689
258.681,1930.843
260.293,1959.048
257.875,1934.872
254.652,1950.183
257.07,1931.648
252.234,1958.242
258.681,1935.678
252.234,1948.571
257.875,1938.095
250.623,1952.601
254.652,1927.619
252.234,1945.348
258.681,1920.366
252.234,1942.93
257.875,1917.949
253.04,1937.289
257.07,1903.443
251.429,1929.231
258.681,1903.443
250.623,1922.784
257.875,1896.19
253.846,1912.308
243.37,1889.744
214.359,1897.802
227.253,1871.209
241.758,1866.374
256.264,1839.78
294.139,1855.092
355.385,1813.187
390.842,1826.886
437.582,1798.681
472.234,1820.44
525.421,1788.205
564.103,1810.769
589.89,1788.205
636.63,1810.769
662.418,1777.729
714.799,1811.575
724.469,1789.817
768.791,1813.187
793.773,1796.264
821.978,1809.963
846.96,1786.593
865.495,1809.157
896.117,1780.146
894.505,1805.128
923.516,1783.37
937.216,1805.128
948.498,1780.146
965.421,1806.74
963.004,1769.67
974.286,1778.535
992.82,1743.077
1011.355,1753.553
1031.502,1714.872
1033.919,1739.854
1021.026,1712.454
1042.784,1730.989
1041.172,1721.319
1049.231,1744.689
1043.59,1718.901
1037.949,1737.436
1068.571,1711.648
1070.183,1722.125
1081.465,1692.308
1078.242,1709.231
1070.183,1680.22
1068.571,1706.007
1074.212,1681.026
1103.223,1714.066
1085.495,1687.473
1063.736,1711.648
1069.377,1697.143
1074.212,1714.066
1097.582,1681.832
1116.117,1706.813
1088.718,1678.608
1140.293,1699.56
1126.593,1670.549
1097.582,1684.249
1121.758,1667.326
1105.641,1691.502
1103.223,1672.161
1129.011,1701.978
1112.894,1678.608
1109.67,1719.707
1120.146,1691.502
1112.088,1709.231
1110.476,1689.89
1112.894,1697.143
1111.282,1670.549
1111.282,1693.114
1104.029,1660.879
1061.319,1689.084
1052.454,1672.161
1053.26,1696.337
1054.872,1673.773
1066.154,1716.484
1061.319,1714.066
982.344,1764.029
855.018,1830.916
347.326,1823.663
244.982,1814.799
273.187,1850.256
256.264,1833.333
253.04,1865.568
254.652,1857.509
253.04,1888.938
253.846,1870.403
257.07,1895.385
256.264,1879.267
253.846,1909.084
258.681,1888.132
249.011,1911.502
263.516,1894.579
255.458,1918.755
261.905,1898.608
262.711,1916.337
266.74,1897.802
265.128,1923.59
267.546,1887.326
277.216,1901.832
277.216,1868.791
272.381,1884.103
282.857,1862.344
298.168,1879.267
298.974,1855.092
311.868,1878.462
324.762,1849.451
330.403,1858.315
323.15,1828.498
358.608,1847.033
350.549,1814.799
354.579,1829.304
372.308,1800.293
336.044,1822.051
346.52,1787.399
344.908,1791.429
326.374,1768.865
332.821,1779.341
327.985,1745.495
348.938,1756.777
340.073,1727.766
329.597,1739.048
319.121,1709.231
318.315,1726.96
315.092,1691.502
317.509,1704.396
319.121,1683.443
298.974,1697.949
303.81,1722.93
295.751,1678.608
294.139,1647.985
288.498,1659.267
289.304,1627.033
286.886,1634.286
269.963,1616.557
279.634,1623.81
272.381,1596.41
269.963,1610.916
278.828,1581.099
269.158,1599.634
265.128,1563.37
262.711,1582.711
257.07,1554.505
258.681,1565.788
253.04,1539.194
256.264,1543.223
254.652,1507.766
258.681,1512.601
253.04,1481.978
258.681,1497.289
253.04,1470.696
257.875,1480.366
253.04,1452.967
253.846,1478.755
253.846,1451.355
262.711,1465.861
251.429,1448.938
257.875,1470.696
255.458,1452.967
262.711,1479.56
252.234,1469.084
257.07,1499.707
252.234,1490.037
257.875,1519.048
253.846,1527.912
256.264,1575.458
255.458,1569.011
257.875,1607.692
253.04,1609.304
258.681,1651.209
250.623,1647.179
257.875,1681.026
250.623,1680.22
257.875,1725.348
253.846,1721.319
257.07,1760.0
252.234,1748.718
258.681,1790.623
251.429,1781.758
257.875,1821.245
253.846,1812.381
262.711,1846.227
251.429,1832.527
258.681,1857.509
251.429,1850.256
256.264,1881.685
254.652,1863.956
259.487,1893.773
251.429,1883.297
258.681,1906.667
253.04,1898.608
255.458,1920.366
253.846,1901.832
258.681,1913.919
251.429,1897.802
258.681,1927.619
252.234,1909.084
257.875,1930.037
253.846,1915.531
259.487,1937.289
250.623,1915.531
255.458,1936.484
253.846,1920.366
256.264,1934.066
252.234,1926.813
261.099,1941.319
256.264,1922.784
257.875,1946.154
253.04,1925.201
258.681,1944.542
252.234,1930.037
260.293,1938.901
253.846,1928.425
259.487,1936.484
255.458,1918.755
257.875,1931.648
253.04,1903.443
258.681,1918.755
253.04,1896.19
257.07,1909.89
253.846,1890.549
259.487,1898.608
253.846,1884.908
255.458,1896.19
233.7,1866.374
236.923,1872.015
239.341,1846.227
254.652,1848.645
253.846,1822.857
298.168,1826.886
335.238,1800.293
379.56,1805.128
408.571,1779.341
448.864,1793.04
484.322,1776.117
530.256,1795.458
560.073,1783.37
610.037,1807.546
622.125,1797.875
688.205,1817.216
705.934,1805.934
750.256,1826.886
778.462,1799.487
821.978,1811.575
846.96,1776.923
897.729,1788.205
907.399,1755.971
939.634,1766.447
971.868,1743.077
987.985,1766.447
1004.908,1754.359
1015.385,1777.729
1023.443,1759.194
1037.143,1780.952
1035.531,1763.223
1087.106,1776.923
1085.495,1756.777
1122.564,1758.388
1123.37,1730.183
1112.894,1739.048
1108.059,1722.125
1119.341,1742.271
1111.282,1727.766
1130.623,1753.553
1115.311,1733.407
1116.117,1749.524
1120.952,1731.795
1142.711,1742.271
1158.022,1722.93
1149.157,1739.854
1158.022,1710.037
1178.168,1722.125
1160.44,1701.978
1203.956,1719.707
1187.839,1701.978
1173.333,1721.319
1191.868,1709.231
1206.374,1721.319
1178.974,1704.396
1217.656,1722.125
1186.227,1701.978
1194.286,1717.289
1203.15,1703.59
1217.656,1719.707
1216.044,1701.978
1228.132,1718.901
1204.762,1701.978
1227.326,1720.513
1205.568,1710.037
1222.491,1718.901
1233.773,1704.396
1226.52,1722.125
1220.073,1710.037
1218.462,1730.183
1206.374,1712.454
1183.81,1731.795
1174.945,1719.707
1183.81,1732.601
1157.216,1714.066
1160.44,1730.989
1133.04,1722.125
1158.022,1735.018
1131.429,1720.513
1127.399,1731.795
1095.971,1711.648
1091.941,1724.542
1086.3,1708.425
1089.524,1721.319
1054.872,1710.843
1046.007,1726.96
996.85,1712.454
998.462,1731.795
826.007,1732.601
910.623,1777.729
772.82,1793.04
780.073,1817.216
698.681,1811.575
643.077,1830.11
635.018,1818.828
598.755,1825.275
564.103,1823.663
458.535,1833.333
469.817,1836.557
475.458,1852.674
407.766,1854.286
475.458,1852.674
416.63,1842.198
465.788,1843.004
425.495,1837.363
429.524,1835.751
462.564,1822.051
409.377,1826.886
390.037,1818.828
414.212,1822.857
386.813,1811.575
406.96,1819.634
356.996,1806.74
381.172,1809.963
375.531,1800.293
353.773,1798.681
376.337,1778.535
369.89,1777.729
355.385,1764.835
355.385,1767.253
357.802,1757.582
364.249,1758.388
352.967,1746.3
353.773,1743.077
337.656,1726.96
355.385,1722.93
327.179,1710.843
330.403,1706.813
318.315,1701.978
297.363,1697.949
290.916,1687.473
292.527,1681.026
269.963,1667.326
292.527,1659.267
266.74,1641.538
274.799,1641.538
259.487,1626.227
268.352,1617.363
250.623,1613.333
266.74,1612.527
247.399,1601.245
262.711,1600.44
247.399,1582.711
261.905,1580.293
244.176,1556.117
262.711,1554.505
245.788,1550.476
263.516,1542.418
244.982,1525.495
261.905,1527.106
247.399,1519.048
267.546,1509.377
245.788,1497.289
262.711,1481.172
244.176,1481.172
265.128,1465.861
244.982,1457.802
259.487,1462.637
245.788,1452.967
261.099,1452.161
243.37,1452.161
262.711,1458.608
245.788,1456.19
262.711,1461.026
244.176,1473.919
264.322,1478.755
244.982,1498.901
261.905,1533.553
244.176,1565.788
261.099,1602.051
245.788,1639.121
261.099,1669.744
249.817,1711.648
262.711,1731.795
247.399,1765.641
261.905,1784.982
246.593,1807.546
261.905,1822.857
247.399,1847.033
264.322,1863.15
246.593,1878.462
264.322,1874.432
245.788,1900.22
260.293,1900.22
248.205,1912.308
257.875,1908.278
245.788,1909.89
263.516,1909.89
245.788,1920.366
261.905,1906.667
245.788,1916.337
263.516,1916.337
246.593,1918.755
261.905,1918.755
243.37,1925.201
262.711,1908.278
244.982,1926.813
264.322,1909.084
244.982,1917.949
263.516,1909.084
249.011,1913.919
260.293,1909.084
246.593,1913.919
262.711,1911.502
244.982,1919.56
264.322,1912.308
246.593,1926.007
262.711,1913.919
245.788,1920.366
262.711,1910.696
247.399,1919.56
262.711,1907.473
245.788,1923.59
265.128,1899.414
245.788,1920.366
265.934,1905.861
244.176,1902.637
263.516,1895.385
249.011,1908.278
265.128,1898.608
248.205,1912.308
262.711,1896.19
249.011,1917.949
263.516,1904.249
247.399,1910.696
265.128,1892.967
246.593,1896.19
263.516,1875.238
247.399,1880.879
263.516,1858.315
244.982,1890.549
253.846,1866.374
224.029,1880.879
240.952,1855.092
237.729,1849.451
260.293,1831.722
249.817,1838.168
307.839,1812.381
327.985,1816.41
379.56,1799.487
402.125,1813.993
455.311,1805.934
473.846,1826.081
529.451,1821.245
556.85,1853.48
604.396,1844.615
639.853,1864.762
697.875,1849.451
716.41,1863.956
754.286,1838.168
784.908,1861.538
820.366,1834.945
836.484,1851.062
861.465,1834.945
875.165,1848.645
899.341,1837.363
897.729,1849.451
936.41,1829.304
942.051,1842.198
968.645,1814.799
973.48,1822.051
983.956,1801.905
992.82,1818.828
1004.908,1800.293
1016.996,1822.051
1011.355,1801.905
1013.773,1816.41
1038.755,1798.681
1033.919,1812.381
1062.93,1784.176
1052.454,1800.293
1070.989,1771.282
1062.93,1790.623
1079.854,1767.253
1086.3,1780.146
1104.029,1759.194
1098.388,1776.923
1137.07,1754.359
1116.923,1779.341
1149.963,1755.971
1116.117,1778.535
1134.652,1760.806
1129.817,1773.7
1135.458,1755.165
1098.388,1776.117
1092.747,1755.971
1106.447,1776.923
1125.788,1749.524
1133.846,1773.7
1149.963,1746.3
1132.234,1776.117
1137.875,1760.806
1156.41,1783.37
1153.993,1763.223
1114.505,1777.729
1144.322,1758.388
1112.088,1772.088
1112.894,1759.194
1124.982,1780.146
1100.806,1748.718
1101.612,1776.923
1083.077,1758.388
1098.388,1773.7
1113.7,1762.418
1083.077,1782.564
1091.135,1752.747
1100.0,1772.894
1091.941,1747.912
1075.018,1773.7
1070.183,1760.0
1081.465,1784.982
1074.212,1772.088
1062.125,1797.07
1070.183,1768.865
1066.96,1787.399
1061.319,1754.359
1043.59,1792.234
1043.59,1764.835
1008.938,1788.205
995.238,1767.253
997.656,1798.681
915.458,1789.817
904.982,1834.139
718.828,1822.051
808.278,1853.48
708.352,1826.081
687.399,1856.703
624.542,1838.168
555.238,1856.703
589.084,1841.392
420.659,1868.791
475.458,1843.004
406.154,1867.985
389.231,1838.974
455.311,1852.674
483.516,1830.11
405.348,1847.033
403.736,1822.051
444.835,1838.168
431.941,1810.769
448.059,1828.498
419.853,1788.205
435.165,1815.604
392.454,1785.788
407.766,1805.934
414.212,1778.535
376.337,1791.429
386.007,1763.223
373.114,1778.535
382.784,1754.359
379.56,1769.67
366.667,1738.242
362.637,1749.524
361.832,1725.348
350.549,1732.601
345.714,1707.619
336.85,1717.289
340.073,1689.084
323.956,1700.366
332.821,1667.326
309.451,1686.667
315.897,1655.238
298.974,1670.549
307.033,1636.703
282.857,1653.626
288.498,1622.198
272.381,1636.703
273.993,1606.886
265.128,1615.751
263.516,1591.575
254.652,1604.469
263.516,1574.652
253.846,1581.905
259.487,1557.729
252.234,1569.817
261.905,1535.971
251.429,1542.418
257.07,1517.436
253.04,1523.883
254.652,1488.425
249.817,1510.183
258.681,1486.007
252.234,1504.542
258.681,1479.56
249.817,1504.542
256.264,1481.978
253.04,1501.319
256.264,1478.755
249.011,1502.125
257.875,1475.531
249.817,1495.678
257.07,1478.755
253.04,1507.766
255.458,1514.212
252.234,1555.311
257.07,1552.894
254.652,1588.352
257.07,1577.875
253.846,1617.363
257.07,1602.051
252.234,1635.092
256.264,1617.363
250.623,1664.103
256.264,1658.462
253.04,1696.337
257.07,1689.89
253.04,1739.854
254.652,1739.048
254.652,1776.923
258.681,1765.641
251.429,1813.993
255.458,1801.099
253.04,1834.945
256.264,1822.857
250.623,1853.48
257.875,1840.586
254.652,1866.374
257.07,1846.227
251.429,1885.714
257.07,1851.062
255.458,1896.19
257.07,1875.238
253.846,1902.637
256.264,1884.103
252.234,1904.249
256.264,1887.326
252.234,1901.026
256.264,1881.685
254.652,1903.443
257.875,1881.685
251.429,1905.861
256.264,1879.267
253.846,1899.414
257.07,1876.85
253.846,1907.473
257.875,1887.326
255.458,1911.502
255.458,1876.044
253.04,1909.084
256.264,1887.326
253.04,1905.861
253.04,1882.491
253.846,1912.308
254.652,1893.773
253.04,1912.308
251.429,1891.355
253.04,1909.89
256.264,1876.044
253.04,1891.355
255.458,1867.179
254.652,1893.773
254.652,1865.568
254.652,1885.714
257.07,1861.538
255.458,1876.85
257.07,1855.092
257.875,1878.462
255.458,1859.927
251.429,1880.073
258.681,1849.451
256.264,1867.985
254.652,1836.557
254.652,1854.286
255.458,1823.663
253.846,1836.557
256.264,1810.769
253.846,1823.663
256.264,1790.623
256.264,1800.293
258.681,1772.894
265.934,1786.593
307.839,1749.524
332.821,1768.865
354.579,1739.048
371.502,1757.582
394.066,1730.183
430.33,1749.524
461.758,1729.377
481.905,1751.135
532.674,1722.125
541.538,1744.689
585.055,1724.542
622.125,1747.106
651.136,1735.824
682.564,1754.359
722.051,1725.348
772.015,1744.689
808.278,1712.454
859.853,1727.766
888.864,1697.949
939.634,1712.454
971.868,1691.502
1005.714,1713.26
1033.919,1691.502
1063.736,1712.454
1079.854,1688.278
1083.883,1714.066
1100.0,1688.278
1108.059,1713.26
1108.059,1697.143
1141.099,1725.348
1097.582,1703.59
1130.623,1716.484
1149.157,1694.725
1124.176,1710.843
1101.612,1681.832
1135.458,1702.784
1120.952,1680.22
1115.311,1705.201
1116.923,1676.19
1141.905,1704.396
1120.146,1683.443
1112.894,1709.231
1110.476,1683.443
1116.923,1715.678
1104.835,1690.696
1110.476,1703.59
1124.982,1675.385
1104.029,1693.114
1095.165,1665.714
1095.971,1680.22
1118.535,1666.52
1109.67,1683.443
1101.612,1667.326
1121.758,1681.832
1104.835,1668.132
1100.0,1700.366
1110.476,1671.355
1095.165,1698.755
1104.835,1665.714
1099.194,1683.443
1113.7,1661.685
1096.777,1679.414
1108.059,1659.267
1099.194,1685.055
1099.194,1671.355
1111.282,1692.308
1104.835,1674.579
1110.476,1692.308
1084.689,1672.967
1083.077,1689.89
1070.183,1665.714
1075.018,1680.22
1070.183,1652.015
1058.901,1672.161
1055.678,1658.462
1073.407,1681.832
1057.289,1667.326
1034.725,1689.084
1029.89,1673.773
1027.473,1698.755
1029.89,1673.773
1044.396,1678.608
1047.619,1664.908
1056.484,1690.696
1023.443,1665.714
1021.026,1693.919
1049.231,1686.667
976.703,1718.901
908.205,1714.066
987.18,1751.941
719.634,1744.689
750.256,1783.37
761.538,1775.311
738.169,1788.205
767.18,1772.088
768.791,1802.711
698.681,1784.982
662.418,1811.575
618.095,1793.846
625.348,1823.663
495.604,1805.934
559.267,1832.527
490.769,1810.769
448.059,1831.722
408.571,1810.769
359.414,1826.886
336.044,1802.711
316.703,1811.575
300.586,1788.205
295.751,1806.74
286.886,1778.535
285.275,1798.681
278.022,1776.117
288.498,1789.817
282.857,1775.311
293.333,1783.37
288.498,1759.194
286.886,1765.641
284.469,1735.824
279.634,1753.553
282.051,1718.901
297.363,1726.96
292.527,1706.007
298.168,1718.901
305.421,1691.502
307.839,1701.978
300.586,1674.579
320.733,1688.278
307.839,1660.879
312.674,1665.714
303.004,1639.121
306.227,1652.821
298.974,1615.751
307.033,1641.538
286.081,1607.692
301.392,1618.974
283.663,1597.216
292.527,1589.157
281.245,1581.905
290.916,1597.216
278.828,1573.04
288.498,1576.264
276.41,1552.894
278.828,1562.564
266.74,1532.747
271.575,1533.553
260.293,1518.242
265.934,1527.106
253.04,1504.542
261.099,1512.601
252.234,1486.007
257.875,1494.872
252.234,1475.531
257.875,1477.949
249.817,1458.608
257.875,1467.473
244.982,1448.938
257.875,1453.773
251.429,1439.267
256.264,1455.385
251.429,1430.403
257.875,1443.297
260.293,1436.85
257.875,1458.608
250.623,1444.908
257.07,1461.832
253.04,1457.802
256.264,1493.26
251.429,1485.201
254.652,1515.824
253.04,1523.883
258.681,1538.388
251.429,1561.758
259.487,1593.187
250.623,1607.692
257.875,1636.703
253.04,1631.868
257.07,1661.685
252.234,1661.685
257.875,1700.366
250.623,1699.56
256.264,1730.183
253.846,1726.96
257.875,1759.194
252.234,1751.941
257.875,1784.176
252.234,1783.37
255.458,1808.352
255.458,1808.352
257.07,1830.916
251.429,1822.857
256.264,1845.421
251.429,1834.139
257.875,1845.421
253.04,1857.509
257.07,1878.462
251.429,1864.762
258.681,1878.462
252.234,1873.626
257.875,1889.744
252.234,1884.908
257.875,1900.22
251.429,1899.414
259.487,1903.443
251.429,1895.385
258.681,1908.278
251.429,1900.22
256.264,1914.725
253.04,1911.502
258.681,1920.366
250.623,1914.725
257.875,1925.201
251.429,1911.502
260.293,1927.619
249.817,1917.143
257.875,1929.231
251.429,1919.56
258.681,1931.648
251.429,1918.755
258.681,1933.26
250.623,1930.843
259.487,1933.26
248.205,1916.337
259.487,1920.366
250.623,1898.608
259.487,1905.055
250.623,1888.132
260.293,1898.608
247.399,1888.132
261.099,1891.355
248.205,1876.044
261.099,1876.85
249.817,1855.092
261.099,1847.839
251.429,1833.333
308.645,1822.857
334.432,1809.157
372.308,1802.711
370.696,1790.623
416.63,1797.875
418.242,1793.846
451.282,1798.681
456.923,1805.934
492.381,1812.381
488.352,1818.828
544.762,1829.304
552.82,1829.304
593.114,1838.168
595.531,1838.168
638.242,1858.315
648.718,1871.209
708.352,1884.908
711.575,1892.161
781.685,1900.22
776.85,1905.861
825.201,1909.89
807.473,1924.396
842.93,1934.872
830.037,1936.484
846.96,1940.513
842.93,1933.26
838.901,1917.143
851.795,1905.055
856.63,1883.297
849.377,1884.908
905.788,1865.568
883.223,1843.004
909.011,1837.363
901.758,1823.663
929.963,1811.575
913.846,1816.41
943.663,1806.74
941.245,1810.769
930.769,1803.516
958.974,1811.575
962.198,1808.352
969.451,1799.487
968.645,1783.37
975.092,1780.146
967.033,1769.67
962.198,1784.176
978.315,1772.088
963.004,1780.952
975.092,1773.7
976.703,1776.923
986.374,1770.476
986.374,1771.282
1014.579,1755.971
986.374,1758.388
1013.773,1748.718
1001.685,1757.582
1032.308,1749.524
1028.278,1751.135
1031.502,1746.3
1025.861,1750.33
1038.755,1735.018
1026.667,1739.048
1047.619,1743.077
1011.355,1752.747
1040.366,1734.212
1041.172,1747.106
1050.037,1739.048
1055.678,1745.495
1064.542,1726.154
1043.59,1738.242
1086.3,1718.901
1069.377,1734.212
1049.231,1729.377
1058.095,1739.854
1067.766,1727.766
1045.201,1737.436
1064.542,1718.901
1028.278,1744.689
1059.707,1727.766
1061.319,1742.271
1058.901,1728.571
1037.949,1742.271
1034.725,1728.571
855.018,1741.465
998.462,1753.553
801.026,1797.875
743.81,1813.993
768.791,1833.333
697.07,1813.993
655.971,1826.886
692.234,1809.157
644.689,1828.498
627.766,1814.799
618.095,1832.527
597.949,1811.575
512.527,1836.557
493.993,1823.663
436.777,1831.722
447.253,1847.033
429.524,1821.245
515.751,1804.322
465.788,1813.993
477.07,1787.399
469.817,1798.681
465.788,1767.253
403.736,1783.37
452.894,1764.029
367.473,1764.835
431.941,1749.524
409.377,1764.835
403.736,1730.183
373.919,1732.601
434.359,1706.813
387.619,1717.289
395.678,1690.696
376.337,1697.143
368.278,1673.773
350.549,1691.502
374.725,1661.685
340.073,1666.52
366.667,1648.791
350.549,1656.044
362.637,1630.256
348.938,1639.121
356.996,1605.275
335.238,1618.974
327.179,1595.604
323.956,1603.663
326.374,1575.458
311.062,1594.799
306.227,1567.399
298.168,1574.652
311.868,1554.505
296.557,1571.429
301.392,1541.612
286.886,1554.505
298.168,1521.465
276.41,1540.806
283.663,1507.766
269.158,1519.048
282.051,1491.648
261.099,1506.96
273.993,1485.201
256.264,1494.066
268.352,1458.608
256.264,1477.949
264.322,1449.744
253.04,1462.637
262.711,1440.073
249.817,1456.19
261.099,1432.015
248.205,1443.297
261.905,1411.868
249.011,1423.956
260.293,1401.392
249.817,1408.645
261.905,1385.275
249.011,1399.78
259.487,1383.663
249.011,1400.586
260.293,1372.381
249.011,1391.722
258.681,1376.41
248.205,1385.275
261.099,1369.157
247.399,1395.751
260.293,1378.828
248.205,1406.227
259.487,1391.722
248.205,1426.374
260.293,1396.557
247.399,1417.509
260.293,1399.78
250.623,1433.626
259.487,1425.568
249.817,1454.579
259.487,1451.355
251.429,1486.007
260.293,1485.201
251.429,1531.941
261.099,1538.388
250.623,1577.07
259.487,1568.205
249.817,1617.363
260.293,1618.974
249.817,1656.044
259.487,1650.403
251.429,1701.172
259.487,1698.755
252.234,1735.018
257.875,1733.407
253.04,1764.835
260.293,1756.777
253.846,1792.234
260.293,1782.564
250.623,1812.381
259.487,1801.905
253.846,1838.974
259.487,1829.304
252.234,1861.538
259.487,1847.033
252.234,1880.073
262.711,1867.985
253.04,1890.549
260.293,1878.462
253.04,1913.114
260.293,1901.026
250.623,1928.425
260.293,1911.502
252.234,1943.736
260.293,1930.843
249.817,1959.048
257.875,1934.872
254.652,1959.048
258.681,1938.095
253.04,1964.689
257.875,1946.154
251.429,1969.524
257.875,1944.542
255.458,1959.048
258.681,1937.289
250.623,1955.824
257.875,1921.978
252.234,1947.766
257.07,1905.055
252.234,1917.949
256.264,1884.908
